Filename,Prediction,Actual,Predicted
real/a00_00d944fcae5a53a8-006-00.png,0.0,0,0
real/a00_00d944fcae5a53a8-008-00.png,0.0,0,0
real/a00_010dea0abf86b5f3-017-00.png,0.0,0,0
real/a00_010dea0abf86b5f3-019-00.png,1.1920929e-07,0,0
real/a00_010dea0abf86b5f3-040-00.png,0.0,0,0
real/a00_0119f9ad0612086f-002-00.png,2.3841858e-07,0,0
real/a00_0119f9ad0612086f-033-00.png,1.3113022e-06,0,0
real/a00_04313be3a8eaa151-029-00.png,0.0,0,0
real/a00_04366168ff44aea3-025-00.png,0.0,0,0
real/a00_04ea852c7217f37c-033-00.png,1.1920929e-07,0,0
real/a00_06460faf4dcfb369-005-00.png,0.0,0,0
real/a00_07cbee97bb95e119-023-00.png,0.0,0,0
real/a00_07ce629427882ca4-026-00.png,0.0,0,0
real/a00_07ce629427882ca4-046-00.png,0.0,0,0
real/a00_08733db55157a841-027-00.png,0.0,0,0
real/a00_08733db55157a841-033-00.png,0.0,0,0
real/a00_08808947e3ccde83-006-00.png,0.0,0,0
real/a00_0896693c8e33cdbc-038-00.png,0.0,0,0
real/a00_08cbf2725567fbfa-006-00.png,1.9073486e-06,0,0
real/a00_08cbf2725567fbfa-009-00.png,2.9087067e-05,0,0
real/a00_08cbf2725567fbfa-040-00.png,1.2516975e-05,0,0
real/a00_09c3be0350f6e42c-012-00.png,0.0,0,0
real/a00_09c3be0350f6e42c-013-00.png,0.0,0,0
real/a00_0afeefb133317716-002-00.png,0.0,0,0
real/a00_0afeefb133317716-014-00.png,0.0,0,0
real/a00_0bad7f2289994356-008-00.png,1.1920929e-07,0,0
real/a00_0c768b2d79493ed1-000-00.png,0.0,0,0
real/a00_0c768b2d79493ed1-009-00.png,0.0,0,0
real/a00_0c768b2d79493ed1-019-00.png,0.0,0,0
real/a00_0c768b2d79493ed1-026-00.png,0.0,0,0
real/a00_0e52455dcdf7f291-029-00.png,0.0,0,0
real/a00_0e905a6924575399-010-00.png,0.0,0,0
real/a00_0e905a6924575399-040-00.png,0.0,0,0
real/a00_0ebcff9e9e3dba5d-005-00.png,0.0,0,0
real/a00_0ebcff9e9e3dba5d-026-00.png,0.0,0,0
real/a00_0ebcff9e9e3dba5d-040-00.png,0.0,0,0
real/a00_0ebcff9e9e3dba5d-043-00.png,0.0,0,0
real/a00_0ebe5cc842f5c0d3-036-00.png,0.0,0,0
real/a00_0f54e6fb10314c0c-002-00.png,0.0,0,0
real/a00_0f54e6fb10314c0c-027-00.png,0.0,0,0
real/a00_0f54e6fb10314c0c-037-00.png,0.0,0,0
real/a00_0f54e6fb10314c0c-043-00.png,0.0,0,0
real/a00_0fa8b694c534e059-039-00.png,0.0,0,0
real/a00_102e33c60002e988-003-00.png,0.0,0,0
real/a00_10f5dab9bc5fc3c2-030-00.png,0.0,0,0
real/a00_10f5dab9bc5fc3c2-038-00.png,0.0,0,0
real/a00_1108ccf2890b96c3-001-00.png,1.9073486e-06,0,0
real/a00_1108ccf2890b96c3-031-00.png,5.1259995e-06,0,0
real/a00_1108ccf2890b96c3-044-00.png,0.0,0,0
real/a00_1135db8d1fb26016-009-00.png,0.0,0,0
real/a00_1135db8d1fb26016-038-00.png,0.0,0,0
real/a00_1135db8d1fb26016-043-00.png,0.0,0,0
real/a00_12a424d423a57392-013-00.png,3.2186508e-06,0,0
real/a00_12a424d423a57392-040-00.png,0.00032520294,0,0
real/a00_12e04ef780b7e50c-027-00.png,0.0,0,0
real/a00_12e04ef780b7e50c-042-00.png,0.0011089444,0,0
real/a00_12f43b5209329906-004-00.png,2.3841858e-07,0,0
real/a00_12f43b5209329906-008-00.png,2.6106834e-05,0,0
real/a00_12f43b5209329906-032-00.png,9.536743e-07,0,0
real/a00_12f43b5209329906-035-00.png,6.4373016e-06,0,0
real/a00_13748b7cff24a9ef-001-00.png,0.0,0,0
real/a00_13748b7cff24a9ef-047-00.png,0.0,0,0
real/a00_13c845413e826275-014-00.png,0.0,0,0
real/a00_146848050335e83e-003-00.png,5.9604645e-07,0,0
real/a00_146848050335e83e-033-00.png,3.5762787e-07,0,0
real/a00_150ae959631f576d-008-00.png,0.0,0,0
real/a00_150ae959631f576d-044-00.png,0.0,0,0
real/a00_160215d99f0a70d5-008-00.png,0.0,0,0
real/a00_160215d99f0a70d5-036-00.png,4.887581e-06,0,0
real/a00_160bcfb710d208d4-000-00.png,0.0,0,0
real/a00_160bcfb710d208d4-016-00.png,5.00679e-06,0,0
real/a00_162f13a8f8c64c73-010-00.png,0.0,0,0
real/a00_162f13a8f8c64c73-040-00.png,0.0,0,0
real/a00_163806329cc6f745-011-00.png,0.0,0,0
